date,sku,region,units_cf,price_cf
2024-11-18,PC_SHAMP,West,2956,245.59
2024-11-25,PC_SHAMP,West,3200,229.98
2024-12-02,PC_SHAMP,West,2303,243.12
2024-12-09,PC_SHAMP,West,2076,238.42
2024-12-16,PC_SHAMP,West,2895,219.93
2024-12-23,PC_SHAMP,West,1947,239.88
2023-01-02,PC_SHAMP,East,1515,234.6
2023-01-09,PC_SHAMP,East,1169,224.98
2023-01-16,PC_SHAMP,East,1668,223.06
2023-01-23,PC_SHAMP,East,1488,230.51
2023-01-30,PC_SHAMP,East,1458,224.58
2023-02-06,PC_SHAMP,East,1696,224.24
2023-02-13,PC_SHAMP,East,1548,230.49
2023-02-20,PC_SHAMP,East,1761,208.27
2023-02-27,PC_SHAMP,East,1422,218.29
2023-03-06,PC_SHAMP,East,1552,231.34
2023-03-13,PC_SHAMP,East,2094,226.69
2023-03-20,PC_SHAMP,East,1392,228.2
2023-03-27,PC_SHAMP,East,1463,215.37
2023-04-03,PC_SHAMP,East,1630,229.3
2023-04-10,PC_SHAMP,East,1637,227.62
2023-04-17,PC_SHAMP,East,1990,223.23
2023-04-24,PC_SHAMP,East,1912,209.62
2023-05-01,PC_SHAMP,East,1709,231.72
2023-05-08,PC_SHAMP,East,2117,208.06
2023-05-15,PC_SHAMP,East,1630,222.57
2023-05-22,PC_SHAMP,East,2211,216.59
2023-05-29,PC_SHAMP,East,1744,224.58
2023-06-05,PC_SHAMP,East,2028,232.03
2023-06-12,PC_SHAMP,East,1617,226.66
2023-06-19,PC_SHAMP,East,2016,243.75
2023-06-26,PC_SHAMP,East,2035,230.18
2023-07-03,PC_SHAMP,East,1771,228.4
2023-07-10,PC_SHAMP,East,1518,226.57
2023-07-17,PC_SHAMP,East,1771,224.4
2023-07-24,PC_SHAMP,East,1679,221.07
2023-07-31,PC_SHAMP,East,1503,220.91
2023-08-07,PC_SHAMP,East,1622,224.9
2023-08-14,PC_SHAMP,East,1590,225.71
2023-08-21,PC_SHAMP,East,1598,227.73
2023-08-28,PC_SHAMP,East,1575,221.36
2023-09-04,PC_SHAMP,East,1558,223.59
2023-09-11,PC_SHAMP,East,1458,235.48
2023-09-18,PC_SHAMP,East,1686,224.69
2023-09-25,PC_SHAMP,East,1267,217.74
2023-10-02,PC_SHAMP,East,2663,206.28
2023-10-09,PC_SHAMP,East,2310,213.66
2023-10-16,PC_SHAMP,East,1928,229.0
2023-10-23,PC_SHAMP,East,2081,221.85
2023-10-30,PC_SHAMP,East,2623,214.26
2023-11-06,PC_SHAMP,East,2020,224.63
2023-11-13,PC_SHAMP,East,2178,221.31
2023-11-20,PC_SHAMP,East,2063,237.17
2023-11-27,PC_SHAMP,East,1899,226.75
2023-12-04,PC_SHAMP,East,1706,218.55
2023-12-11,PC_SHAMP,East,1785,228.45
2023-12-18,PC_SHAMP,East,1988,215.0
2023-12-25,PC_SHAMP,East,1473,224.66
2024-01-01,PC_SHAMP,East,1626,222.95
2024-01-08,PC_SHAMP,East,1467,229.46
2024-01-15,PC_SHAMP,East,1499,223.8
2024-01-22,PC_SHAMP,East,1223,234.31
2024-01-29,PC_SHAMP,East,1247,235.31
2024-02-05,PC_SHAMP,East,1591,244.34
2024-02-12,PC_SHAMP,East,1587,231.33
2024-02-19,PC_SHAMP,East,1526,212.11
2024-02-26,PC_SHAMP,East,1741,222.94
2024-03-04,PC_SHAMP,East,2342,208.27
2024-03-11,PC_SHAMP,East,1275,236.42
2024-03-18,PC_SHAMP,East,1658,223.37
2024-03-25,PC_SHAMP,East,1824,209.6
2024-04-01,PC_SHAMP,East,1697,219.74
2024-04-08,PC_SHAMP,East,1644,220.29
2024-04-15,PC_SHAMP,East,2363,207.6
2024-04-22,PC_SHAMP,East,1556,228.95
2024-04-29,PC_SHAMP,East,2147,225.14
2024-05-06,PC_SHAMP,East,1936,233.06
2024-05-13,PC_SHAMP,East,2094,215.45
2024-05-20,PC_SHAMP,East,1801,213.46
2024-05-27,PC_SHAMP,East,2308,224.04
2024-06-03,PC_SHAMP,East,2316,215.34
2024-06-10,PC_SHAMP,East,1720,222.63
2024-06-17,PC_SHAMP,East,2077,223.15
2024-06-24,PC_SHAMP,East,2217,226.71
2024-07-01,PC_SHAMP,East,1760,217.35
2024-07-08,PC_SHAMP,East,1933,225.03
2024-07-15,PC_SHAMP,East,1844,210.87
2024-07-22,PC_SHAMP,East,1899,213.27
2024-07-29,PC_SHAMP,East,1583,222.92
2024-08-05,PC_SHAMP,East,1529,221.0
2024-08-12,PC_SHAMP,East,1974,206.41
2024-08-19,PC_SHAMP,East,2059,216.46
2024-08-26,PC_SHAMP,East,1853,219.4
2024-09-02,PC_SHAMP,East,2067,216.96
2024-09-09,PC_SHAMP,East,1812,217.78
2024-09-16,PC_SHAMP,East,1765,231.61
2024-09-23,PC_SHAMP,East,1770,217.73
2024-09-30,PC_SHAMP,East,1711,227.02
2024-10-07,PC_SHAMP,East,2523,211.58
2024-10-14,PC_SHAMP,East,2226,223.2
2024-10-21,PC_SHAMP,East,2539,226.31
2024-10-28,PC_SHAMP,East,1876,224.96
2024-11-04,PC_SHAMP,East,2557,206.92
2024-11-11,PC_SHAMP,East,1933,215.79
2024-11-18,PC_SHAMP,East,2104,219.29
2024-11-25,PC_SHAMP,East,1823,222.61
2024-12-02,PC_SHAMP,East,2082,221.58
2024-12-09,PC_SHAMP,East,2069,219.59
2024-12-16,PC_SHAMP,East,2320,223.03
2024-12-23,PC_SHAMP,East,2662,217.78
2023-01-02,PC_SHAMP,Central,1510,234.92
2023-01-09,PC_SHAMP,Central,1396,218.06
2023-01-16,PC_SHAMP,Central,1551,213.49
2023-01-23,PC_SHAMP,Central,1443,227.81
2023-01-30,PC_SHAMP,Central,1736,207.41
2023-02-06,PC_SHAMP,Central,1371,237.43
2023-02-13,PC_SHAMP,Central,1528,225.96
2023-02-20,PC_SHAMP,Central,1296,243.75
2023-02-27,PC_SHAMP,Central,1465,238.95
2023-03-06,PC_SHAMP,Central,1816,226.7
2023-03-13,PC_SHAMP,Central,2035,224.38
2023-03-20,PC_SHAMP,Central,1701,214.01
2023-03-27,PC_SHAMP,Central,1637,230.6
2023-04-03,PC_SHAMP,Central,1615,236.87
2023-04-10,PC_SHAMP,Central,1808,231.23
2023-04-17,PC_SHAMP,Central,2191,225.34
2023-04-24,PC_SHAMP,Central,1644,229.29
2023-05-01,PC_SHAMP,Central,2218,235.74
2023-05-08,PC_SHAMP,Central,1942,235.44
2023-05-15,PC_SHAMP,Central,1631,241.9
2023-05-22,PC_SHAMP,Central,1775,242.53
2023-05-29,PC_SHAMP,Central,1736,221.13
2023-06-05,PC_SHAMP,Central,1941,225.23
2023-06-12,PC_SHAMP,Central,1928,222.36
2023-06-19,PC_SHAMP,Central,2122,231.28
2023-06-26,PC_SHAMP,Central,1830,231.73
2023-07-03,PC_SHAMP,Central,1877,229.17
2023-07-10,PC_SHAMP,Central,1578,226.57
2023-07-17,PC_SHAMP,Central,1625,243.48
2023-07-24,PC_SHAMP,Central,1540,235.44
2023-07-31,PC_SHAMP,Central,1772,231.46
2023-08-07,PC_SHAMP,Central,2133,218.98
2023-08-14,PC_SHAMP,Central,1743,233.51
2023-08-21,PC_SHAMP,Central,1879,230.37
2023-08-28,PC_SHAMP,Central,1773,225.79
2023-09-04,PC_SHAMP,Central,2168,209.62
2023-09-11,PC_SHAMP,Central,2195,217.72
2023-09-18,PC_SHAMP,Central,1513,232.47
2023-09-25,PC_SHAMP,Central,2114,210.74
2023-10-02,PC_SHAMP,Central,2211,220.68
2023-10-09,PC_SHAMP,Central,2213,240.43
2023-10-16,PC_SHAMP,Central,2360,241.74
2023-10-23,PC_SHAMP,Central,1972,238.78
2023-10-30,PC_SHAMP,Central,1956,237.8
2023-11-06,PC_SHAMP,Central,2075,217.56
2023-11-13,PC_SHAMP,Central,2067,239.82
2023-11-20,PC_SHAMP,Central,2095,232.78
2023-11-27,PC_SHAMP,Central,2738,216.56
2023-12-04,PC_SHAMP,Central,1799,228.81
2023-12-11,PC_SHAMP,Central,1783,237.11
2023-12-18,PC_SHAMP,Central,1873,238.57
2023-12-25,PC_SHAMP,Central,1905,238.04
2024-01-01,PC_SHAMP,Central,1591,222.58
2024-01-08,PC_SHAMP,Central,1577,238.42
2024-01-15,PC_SHAMP,Central,1476,230.65
2024-01-22,PC_SHAMP,Central,1779,236.69
2024-01-29,PC_SHAMP,Central,1998,222.13
2024-02-05,PC_SHAMP,Central,1989,220.63
2024-02-12,PC_SHAMP,Central,1591,229.53
2024-02-19,PC_SHAMP,Central,2137,210.96
2024-02-26,PC_SHAMP,Central,2433,209.58
2024-03-04,PC_SHAMP,Central,1788,219.67
2024-03-11,PC_SHAMP,Central,1808,220.95
2024-03-18,PC_SHAMP,Central,1595,244.97
2024-03-25,PC_SHAMP,Central,1770,228.74
2024-04-01,PC_SHAMP,Central,1911,236.54
2024-04-08,PC_SHAMP,Central,2314,232.96
2024-04-15,PC_SHAMP,Central,2059,235.44
2024-04-22,PC_SHAMP,Central,2138,228.49
2024-04-29,PC_SHAMP,Central,1450,233.76
2024-05-06,PC_SHAMP,Central,2495,216.94
2024-05-13,PC_SHAMP,Central,2150,238.88
2024-05-20,PC_SHAMP,Central,1653,241.09
2024-05-27,PC_SHAMP,Central,1747,239.46
2024-06-03,PC_SHAMP,Central,2208,232.04
2024-06-10,PC_SHAMP,Central,2535,229.68
2024-06-17,PC_SHAMP,Central,2442,220.84
2024-06-24,PC_SHAMP,Central,2115,236.52
2024-07-01,PC_SHAMP,Central,1322,247.31
2024-07-08,PC_SHAMP,Central,1787,226.81
2024-07-15,PC_SHAMP,Central,2069,227.66
2024-07-22,PC_SHAMP,Central,1656,235.55
2024-07-29,PC_SHAMP,Central,1980,224.29
2024-08-05,PC_SHAMP,Central,1554,233.54
2024-08-12,PC_SHAMP,Central,2288,214.72
2024-08-19,PC_SHAMP,Central,1918,212.86
2024-08-26,PC_SHAMP,Central,1374,247.21
2024-09-02,PC_SHAMP,Central,1859,231.11
2024-09-09,PC_SHAMP,Central,2172,210.37
2024-09-16,PC_SHAMP,Central,1709,227.31
2024-09-23,PC_SHAMP,Central,1971,219.8
2024-09-30,PC_SHAMP,Central,1791,253.0
2024-10-07,PC_SHAMP,Central,2940,225.21
2024-10-14,PC_SHAMP,Central,2155,236.94
2024-10-21,PC_SHAMP,Central,1826,241.34
2024-10-28,PC_SHAMP,Central,2293,224.47
2024-11-04,PC_SHAMP,Central,1828,239.88
2024-11-11,PC_SHAMP,Central,1851,236.89
2024-11-18,PC_SHAMP,Central,2195,241.0
2024-11-25,PC_SHAMP,Central,2221,235.78
2024-12-02,PC_SHAMP,Central,2114,222.79
2024-12-09,PC_SHAMP,Central,2328,221.3
2024-12-16,PC_SHAMP,Central,1953,237.4
2024-12-23,PC_SHAMP,Central,1973,225.07
2023-01-02,PC_BODYWASH,North,964,204.07
2023-01-09,PC_BODYWASH,North,967,201.06
2023-01-16,PC_BODYWASH,North,1386,188.62
2023-01-23,PC_BODYWASH,North,1338,184.88
2023-01-30,PC_BODYWASH,North,996,215.77
2023-02-06,PC_BODYWASH,North,934,201.96
2023-02-13,PC_BODYWASH,North,1049,207.63
2023-02-20,PC_BODYWASH,North,981,196.72
2023-02-27,PC_BODYWASH,North,1169,213.22
2023-03-06,PC_BODYWASH,North,857,204.66
2023-03-13,PC_BODYWASH,North,1112,199.55
2023-03-20,PC_BODYWASH,North,988,204.85
2023-03-27,PC_BODYWASH,North,920,205.03
2023-04-03,PC_BODYWASH,North,1133,197.37
2023-04-10,PC_BODYWASH,North,1503,197.29
2023-04-17,PC_BODYWASH,North,995,211.33
2023-04-24,PC_BODYWASH,North,1356,201.09
2023-05-01,PC_BODYWASH,North,1530,187.58
2023-05-08,PC_BODYWASH,North,1363,196.9
2023-05-15,PC_BODYWASH,North,1783,199.57
2023-05-22,PC_BODYWASH,North,1165,204.99
2023-05-29,PC_BODYWASH,North,1285,204.85
2023-06-05,PC_BODYWASH,North,1004,220.85
2023-06-12,PC_BODYWASH,North,1635,187.15
2023-06-19,PC_BODYWASH,North,1316,198.46
2023-06-26,PC_BODYWASH,North,1582,200.45
2023-07-03,PC_BODYWASH,North,1230,212.06
2023-07-10,PC_BODYWASH,North,1428,192.63
2023-07-17,PC_BODYWASH,North,1273,193.58
2023-07-24,PC_BODYWASH,North,1088,201.71
2023-07-31,PC_BODYWASH,North,1196,188.27
2023-08-07,PC_BODYWASH,North,818,206.92
2023-08-14,PC_BODYWASH,North,1062,206.08
2023-08-21,PC_BODYWASH,North,1342,198.96
2023-08-28,PC_BODYWASH,North,986,212.65
2023-09-04,PC_BODYWASH,North,1425,192.58
2023-09-11,PC_BODYWASH,North,1558,192.26
2023-09-18,PC_BODYWASH,North,1074,190.36
2023-09-25,PC_BODYWASH,North,1236,206.57
2023-10-02,PC_BODYWASH,North,1583,194.71
2023-10-09,PC_BODYWASH,North,1638,196.58
2023-10-16,PC_BODYWASH,North,2009,191.77
2023-10-23,PC_BODYWASH,North,1101,204.73
2023-10-30,PC_BODYWASH,North,1542,198.19
2023-11-06,PC_BODYWASH,North,2042,198.07
2023-11-13,PC_BODYWASH,North,1376,206.29
2023-11-20,PC_BODYWASH,North,1729,204.72
2023-11-27,PC_BODYWASH,North,1646,204.6
2023-12-04,PC_BODYWASH,North,1330,196.64
2023-12-11,PC_BODYWASH,North,1050,197.55
2023-12-18,PC_BODYWASH,North,1390,202.89
2023-12-25,PC_BODYWASH,North,1241,207.33
2024-01-01,PC_BODYWASH,North,1184,210.35
2024-01-08,PC_BODYWASH,North,1130,203.54
2024-01-15,PC_BODYWASH,North,1180,202.41
2024-01-22,PC_BODYWASH,North,1187,199.5
2024-01-29,PC_BODYWASH,North,1326,211.78
2024-02-05,PC_BODYWASH,North,1033,224.51
2024-02-12,PC_BODYWASH,North,1311,194.95
2024-02-19,PC_BODYWASH,North,1028,210.85
2024-02-26,PC_BODYWASH,North,877,204.58
2024-03-04,PC_BODYWASH,North,980,213.85
2024-03-11,PC_BODYWASH,North,1182,197.46
2024-03-18,PC_BODYWASH,North,1266,215.82
2024-03-25,PC_BODYWASH,North,1236,207.49
2024-04-01,PC_BODYWASH,North,1493,192.69
2024-04-08,PC_BODYWASH,North,1403,206.8
2024-04-15,PC_BODYWASH,North,1511,197.02
2024-04-22,PC_BODYWASH,North,1193,209.08
2024-04-29,PC_BODYWASH,North,1641,199.5
2024-05-06,PC_BODYWASH,North,1970,204.89
2024-05-13,PC_BODYWASH,North,1638,194.96
2024-05-20,PC_BODYWASH,North,1487,205.48
2024-05-27,PC_BODYWASH,North,1557,209.54
2024-06-03,PC_BODYWASH,North,1791,195.05
2024-06-10,PC_BODYWASH,North,1371,216.67
2024-06-17,PC_BODYWASH,North,1844,203.93
2024-06-24,PC_BODYWASH,North,1559,200.75
2024-07-01,PC_BODYWASH,North,1117,206.77
2024-07-08,PC_BODYWASH,North,1244,210.32
2024-07-15,PC_BODYWASH,North,1200,215.85
2024-07-22,PC_BODYWASH,North,1414,206.91
2024-07-29,PC_BODYWASH,North,1070,209.2
2024-08-05,PC_BODYWASH,North,1507,204.73
2024-08-12,PC_BODYWASH,North,1481,197.85
2024-08-19,PC_BODYWASH,North,1364,198.74
2024-08-26,PC_BODYWASH,North,1107,207.89
2024-09-02,PC_BODYWASH,North,1612,198.61
2024-09-09,PC_BODYWASH,North,1446,194.89
2024-09-16,PC_BODYWASH,North,1663,199.94
2024-09-23,PC_BODYWASH,North,1762,183.69
2024-09-30,PC_BODYWASH,North,1466,212.69
2024-10-07,PC_BODYWASH,North,2040,196.68
2024-10-14,PC_BODYWASH,North,2132,192.2
2024-10-21,PC_BODYWASH,North,2068,207.06
2024-10-28,PC_BODYWASH,North,1803,200.96
2024-11-04,PC_BODYWASH,North,1827,211.06
2024-11-11,PC_BODYWASH,North,2128,201.55
2024-11-18,PC_BODYWASH,North,2073,182.22
2024-11-25,PC_BODYWASH,North,1459,212.34
2024-12-02,PC_BODYWASH,North,1131,215.98
2024-12-09,PC_BODYWASH,North,1856,199.83
2024-12-16,PC_BODYWASH,North,1538,191.89
2024-12-23,PC_BODYWASH,North,1684,200.77
2023-01-02,PC_BODYWASH,South,812,204.89
2023-01-09,PC_BODYWASH,South,998,198.87
2023-01-16,PC_BODYWASH,South,1097,186.4
2023-01-23,PC_BODYWASH,South,923,204.1
2023-01-30,PC_BODYWASH,South,806,205.6
2023-02-06,PC_BODYWASH,South,898,190.96
2023-02-13,PC_BODYWASH,South,969,197.67
2023-02-20,PC_BODYWASH,South,1352,175.43
2023-02-27,PC_BODYWASH,South,867,209.36
2023-03-06,PC_BODYWASH,South,1160,186.38
2023-03-13,PC_BODYWASH,South,1310,194.92
2023-03-20,PC_BODYWASH,South,1025,208.63
2023-03-27,PC_BODYWASH,South,1033,201.15
2023-04-03,PC_BODYWASH,South,1472,188.92
2023-04-10,PC_BODYWASH,South,1319,194.11
2023-04-17,PC_BODYWASH,South,1355,178.6
2023-04-24,PC_BODYWASH,South,1405,192.4
2023-05-01,PC_BODYWASH,South,1343,195.33
2023-05-08,PC_BODYWASH,South,1286,202.09
2023-05-15,PC_BODYWASH,South,1442,201.23
2023-05-22,PC_BODYWASH,South,1298,188.96
2023-05-29,PC_BODYWASH,South,1524,188.53
2023-06-05,PC_BODYWASH,South,1735,197.74
2023-06-12,PC_BODYWASH,South,1563,200.15
2023-06-19,PC_BODYWASH,South,1441,188.72
2023-06-26,PC_BODYWASH,South,1363,199.06
2023-07-03,PC_BODYWASH,South,1409,178.99
2023-07-10,PC_BODYWASH,South,1457,193.85
2023-07-17,PC_BODYWASH,South,1275,193.13
2023-07-24,PC_BODYWASH,South,1138,198.98
2023-07-31,PC_BODYWASH,South,1224,182.71
2023-08-07,PC_BODYWASH,South,712,208.0
2023-08-14,PC_BODYWASH,South,804,190.41
2023-08-21,PC_BODYWASH,South,1608,193.63
2023-08-28,PC_BODYWASH,South,939,190.35
2023-09-04,PC_BODYWASH,South,891,207.42
2023-09-11,PC_BODYWASH,South,1034,193.66
2023-09-18,PC_BODYWASH,South,1238,200.4
2023-09-25,PC_BODYWASH,South,1264,202.65
2023-10-02,PC_BODYWASH,South,1916,193.91
2023-10-09,PC_BODYWASH,South,1715,203.4
2023-10-16,PC_BODYWASH,South,1847,195.55
2023-10-23,PC_BODYWASH,South,1215,199.6
2023-10-30,PC_BODYWASH,South,1618,189.39
2023-11-06,PC_BODYWASH,South,1334,197.66
2023-11-13,PC_BODYWASH,South,1481,185.45
2023-11-20,PC_BODYWASH,South,1579,199.55
2023-11-27,PC_BODYWASH,South,1561,190.75
2023-12-04,PC_BODYWASH,South,1180,195.0
2023-12-11,PC_BODYWASH,South,965,190.73
2023-12-18,PC_BODYWASH,South,1411,192.31
2023-12-25,PC_BODYWASH,South,1284,192.21
2024-01-01,PC_BODYWASH,South,1658,184.42
2024-01-08,PC_BODYWASH,South,1227,186.37
2024-01-15,PC_BODYWASH,South,1213,184.35
2024-01-22,PC_BODYWASH,South,1524,188.0
2024-01-29,PC_BODYWASH,South,1161,191.16
2024-02-05,PC_BODYWASH,South,998,201.53
2024-02-12,PC_BODYWASH,South,1051,201.23
2024-02-19,PC_BODYWASH,South,1526,187.33
2024-02-26,PC_BODYWASH,South,1210,187.48
2024-03-04,PC_BODYWASH,South,1513,184.41
2024-03-11,PC_BODYWASH,South,1110,201.23
2024-03-18,PC_BODYWASH,South,1315,183.49
2024-03-25,PC_BODYWASH,South,1436,183.01
2024-04-01,PC_BODYWASH,South,1212,201.09
2024-04-08,PC_BODYWASH,South,1192,196.93
2024-04-15,PC_BODYWASH,South,1597,202.51
2024-04-22,PC_BODYWASH,South,1246,196.65
2024-04-29,PC_BODYWASH,South,1311,193.19
2024-05-06,PC_BODYWASH,South,1360,204.89
2024-05-13,PC_BODYWASH,South,1423,200.73
2024-05-20,PC_BODYWASH,South,1318,203.4
2024-05-27,PC_BODYWASH,South,1323,194.49
2024-06-03,PC_BODYWASH,South,1365,200.03
2024-06-10,PC_BODYWASH,South,1837,170.99
2024-06-17,PC_BODYWASH,South,1230,198.43
2024-06-24,PC_BODYWASH,South,1641,194.13
2024-07-01,PC_BODYWASH,South,1293,197.89
2024-07-08,PC_BODYWASH,South,1019,207.27
2024-07-15,PC_BODYWASH,South,1096,200.83
2024-07-22,PC_BODYWASH,South,1755,182.54
2024-07-29,PC_BODYWASH,South,1257,183.82
2024-08-05,PC_BODYWASH,South,1615,185.45
2024-08-12,PC_BODYWASH,South,1400,195.25
2024-08-19,PC_BODYWASH,South,1324,196.13
2024-08-26,PC_BODYWASH,South,1179,199.71
2024-09-02,PC_BODYWASH,South,1355,192.08
2024-09-09,PC_BODYWASH,South,1428,198.25
2024-09-16,PC_BODYWASH,South,1773,187.06
2024-09-23,PC_BODYWASH,South,1306,187.64
2024-09-30,PC_BODYWASH,South,1207,204.11
2024-10-07,PC_BODYWASH,South,1411,206.99
2024-10-14,PC_BODYWASH,South,1875,183.49
2024-10-21,PC_BODYWASH,South,2151,189.78
2024-10-28,PC_BODYWASH,South,1936,191.18
2024-11-04,PC_BODYWASH,South,1632,191.33
2024-11-11,PC_BODYWASH,South,1714,203.48
2024-11-18,PC_BODYWASH,South,1771,198.0
2024-11-25,PC_BODYWASH,South,1582,193.38
2024-12-02,PC_BODYWASH,South,1249,199.39
2024-12-09,PC_BODYWASH,South,1724,198.16
2024-12-16,PC_BODYWASH,South,1765,204.99
2024-12-23,PC_BODYWASH,South,1420,195.42
2023-01-02,PC_BODYWASH,West,1206,201.33
2023-01-09,PC_BODYWASH,West,1211,204.76
2023-01-16,PC_BODYWASH,West,975,204.97
2023-01-23,PC_BODYWASH,West,1195,207.53
2023-01-30,PC_BODYWASH,West,862,206.42
2023-02-06,PC_BODYWASH,West,874,213.34
2023-02-13,PC_BODYWASH,West,970,207.87
2023-02-20,PC_BODYWASH,West,1014,206.19
2023-02-27,PC_BODYWASH,West,1064,205.7
2023-03-06,PC_BODYWASH,West,1242,208.25
2023-03-13,PC_BODYWASH,West,1025,207.22
2023-03-20,PC_BODYWASH,West,1059,203.29
2023-03-27,PC_BODYWASH,West,909,208.82
2023-04-03,PC_BODYWASH,West,1284,195.89
2023-04-10,PC_BODYWASH,West,1046,201.99
2023-04-17,PC_BODYWASH,West,1112,204.71
2023-04-24,PC_BODYWASH,West,1028,204.09
2023-05-01,PC_BODYWASH,West,1537,205.12
2023-05-08,PC_BODYWASH,West,1118,211.9
2023-05-15,PC_BODYWASH,West,1812,189.55
2023-05-22,PC_BODYWASH,West,1083,210.73
2023-05-29,PC_BODYWASH,West,1522,205.5
2023-06-05,PC_BODYWASH,West,1469,202.97
2023-06-12,PC_BODYWASH,West,1669,194.8
2023-06-19,PC_BODYWASH,West,1485,205.08
2023-06-26,PC_BODYWASH,West,1298,214.51
2023-07-03,PC_BODYWASH,West,1079,202.31
2023-07-10,PC_BODYWASH,West,1061,203.04
2023-07-17,PC_BODYWASH,West,1142,194.77
2023-07-24,PC_BODYWASH,West,1063,204.94
2023-07-31,PC_BODYWASH,West,1202,200.34
2023-08-07,PC_BODYWASH,West,1407,198.29
2023-08-14,PC_BODYWASH,West,1208,199.5
2023-08-21,PC_BODYWASH,West,1141,206.48
2023-08-28,PC_BODYWASH,West,1263,199.59
2023-09-04,PC_BODYWASH,West,1346,207.16
2023-09-11,PC_BODYWASH,West,1268,202.22
2023-09-18,PC_BODYWASH,West,1281,197.67
2023-09-25,PC_BODYWASH,West,1264,210.28
2023-10-02,PC_BODYWASH,West,1623,199.3
2023-10-09,PC_BODYWASH,West,1514,216.0
2023-10-16,PC_BODYWASH,West,1595,212.02
2023-10-23,PC_BODYWASH,West,1581,203.12
2023-10-30,PC_BODYWASH,West,1828,216.84
2023-11-06,PC_BODYWASH,West,1502,212.41
2023-11-13,PC_BODYWASH,West,1479,207.48
2023-11-20,PC_BODYWASH,West,1584,193.97
2023-11-27,PC_BODYWASH,West,1989,210.63
2023-12-04,PC_BODYWASH,West,1320,197.1
2023-12-11,PC_BODYWASH,West,1239,196.82
2023-12-18,PC_BODYWASH,West,1115,205.86
2023-12-25,PC_BODYWASH,West,1545,207.53
2024-01-01,PC_BODYWASH,West,1038,204.23
2024-01-08,PC_BODYWASH,West,1354,208.95
2024-01-15,PC_BODYWASH,West,1044,199.93
2024-01-22,PC_BODYWASH,West,1283,208.82
2024-01-29,PC_BODYWASH,West,1115,210.43
2024-02-05,PC_BODYWASH,West,1297,197.18
2024-02-12,PC_BODYWASH,West,1207,203.08
2024-02-19,PC_BODYWASH,West,761,221.86
2024-02-26,PC_BODYWASH,West,1190,196.98
2024-03-04,PC_BODYWASH,West,1281,209.34
2024-03-11,PC_BODYWASH,West,1460,195.87
2024-03-18,PC_BODYWASH,West,1082,219.07
2024-03-25,PC_BODYWASH,West,1540,191.42
2024-04-01,PC_BODYWASH,West,1299,211.31
2024-04-08,PC_BODYWASH,West,1589,215.91
2024-04-15,PC_BODYWASH,West,1692,214.8
2024-04-22,PC_BODYWASH,West,1649,203.4
2024-04-29,PC_BODYWASH,West,1892,207.82
2024-05-06,PC_BODYWASH,West,1422,212.28
2024-05-13,PC_BODYWASH,West,1699,199.07
2024-05-20,PC_BODYWASH,West,1392,204.69
2024-05-27,PC_BODYWASH,West,1631,194.39
2024-06-03,PC_BODYWASH,West,1510,201.97
2024-06-10,PC_BODYWASH,West,1785,203.75
2024-06-17,PC_BODYWASH,West,1131,209.75
2024-06-24,PC_BODYWASH,West,1524,210.48
2024-07-01,PC_BODYWASH,West,1475,212.33
2024-07-08,PC_BODYWASH,West,1160,211.54
2024-07-15,PC_BODYWASH,West,1450,201.47
2024-07-22,PC_BODYWASH,West,1640,198.81
2024-07-29,PC_BODYWASH,West,1013,214.11
2024-08-05,PC_BODYWASH,West,1157,205.76
2024-08-12,PC_BODYWASH,West,1508,217.98
2024-08-19,PC_BODYWASH,West,1324,202.6
2024-08-26,PC_BODYWASH,West,1585,196.75
2024-09-02,PC_BODYWASH,West,1302,204.74
2024-09-09,PC_BODYWASH,West,1927,195.51
2024-09-16,PC_BODYWASH,West,1240,213.65
2024-09-23,PC_BODYWASH,West,1772,196.03
2024-09-30,PC_BODYWASH,West,1726,202.11
2024-10-07,PC_BODYWASH,West,2295,198.11
2024-10-14,PC_BODYWASH,West,2016,201.91
2024-10-21,PC_BODYWASH,West,1710,204.27
2024-10-28,PC_BODYWASH,West,1722,200.78
2024-11-04,PC_BODYWASH,West,2020,202.06
2024-11-11,PC_BODYWASH,West,1452,208.86
2024-11-18,PC_BODYWASH,West,1708,209.38
2024-11-25,PC_BODYWASH,West,1437,217.51
2024-12-02,PC_BODYWASH,West,1773,198.91
2024-12-09,PC_BODYWASH,West,1708,209.73
2024-12-16,PC_BODYWASH,West,1739,191.11
2024-12-23,PC_BODYWASH,West,1764,204.62
2023-01-02,PC_BODYWASH,East,743,192.15
2023-01-09,PC_BODYWASH,East,871,196.63
2023-01-16,PC_BODYWASH,East,810,196.55
2023-01-23,PC_BODYWASH,East,956,187.22
2023-01-30,PC_BODYWASH,East,705,196.17
2023-02-06,PC_BODYWASH,East,704,204.82
2023-02-13,PC_BODYWASH,East,859,192.29
2023-02-20,PC_BODYWASH,East,685,202.88
2023-02-27,PC_BODYWASH,East,821,187.82
2023-03-06,PC_BODYWASH,East,931,198.07
2023-03-13,PC_BODYWASH,East,951,175.86
2023-03-20,PC_BODYWASH,East,1051,191.47
2023-03-27,PC_BODYWASH,East,1013,184.53
2023-04-03,PC_BODYWASH,East,1166,184.99
2023-04-10,PC_BODYWASH,East,1373,182.26
2023-04-17,PC_BODYWASH,East,974,199.08
2023-04-24,PC_BODYWASH,East,967,198.44
