date,sku,category,region,units,price,promo_flag,discount_depth,revenue
2024-07-01,PC_SOAP_PREM,Personal Care,South,1735,212.61,0,0.0,368872.75
2024-07-08,PC_SOAP_PREM,Personal Care,South,2503,187.91,0,0.0,470346.86
2024-07-15,PC_SOAP_PREM,Personal Care,South,1976,215.31,0,0.0,425459.98
2024-07-22,PC_SOAP_PREM,Personal Care,South,2012,214.32,0,0.0,431209.49
2024-07-29,PC_SOAP_PREM,Personal Care,South,1805,199.01,0,0.0,359221.52
2024-08-05,PC_SOAP_PREM,Personal Care,South,1450,216.0,0,0.0,313201.19
2024-08-12,PC_SOAP_PREM,Personal Care,South,2095,201.78,0,0.0,422730.46
2024-08-19,PC_SOAP_PREM,Personal Care,South,1992,209.02,0,0.0,416371.52
2024-08-26,PC_SOAP_PREM,Personal Care,South,1791,198.21,0,0.0,355000.69
2024-09-02,PC_SOAP_PREM,Personal Care,South,1975,206.18,0,0.0,407214.2
2024-09-09,PC_SOAP_PREM,Personal Care,South,2074,223.7,0,0.0,463949.63
2024-09-16,PC_SOAP_PREM,Personal Care,South,2387,209.02,0,0.0,498918.82
2024-09-23,PC_SOAP_PREM,Personal Care,South,1741,202.27,0,0.0,352151.54
2024-09-30,PC_SOAP_PREM,Personal Care,South,2462,204.17,0,0.0,502665.58
2024-10-07,PC_SOAP_PREM,Personal Care,South,3117,202.93,0,0.0,632540.19
2024-10-14,PC_SOAP_PREM,Personal Care,South,2936,205.27,0,0.0,602675.96
2024-10-21,PC_SOAP_PREM,Personal Care,South,2812,207.6,0,0.0,583769.99
2024-10-28,PC_SOAP_PREM,Personal Care,South,2976,203.44,0,0.0,605450.42
2024-11-04,PC_SOAP_PREM,Personal Care,South,3191,208.17,0,0.0,664264.68
2024-11-11,PC_SOAP_PREM,Personal Care,South,3173,196.76,0,0.0,624318.36
2024-11-18,PC_SOAP_PREM,Personal Care,South,2627,196.41,0,0.0,515974.35
2024-11-25,PC_SOAP_PREM,Personal Care,South,2608,191.81,0,0.0,500234.19
2024-12-02,PC_SOAP_PREM,Personal Care,South,2078,197.32,0,0.0,410024.29
2024-12-09,PC_SOAP_PREM,Personal Care,South,2060,225.0,0,0.0,463491.33
2024-12-16,PC_SOAP_PREM,Personal Care,South,2627,199.19,0,0.0,523278.88
2024-12-23,PC_SOAP_PREM,Personal Care,South,2328,206.3,0,0.0,480272.91
2023-01-02,PC_SOAP_PREM,Personal Care,West,1313,232.8,0,0.0,305661.34
2023-01-09,PC_SOAP_PREM,Personal Care,West,2006,211.89,0,0.0,425053.45
2023-01-16,PC_SOAP_PREM,Personal Care,West,1779,207.48,0,0.0,369104.7
2023-01-23,PC_SOAP_PREM,Personal Care,West,1414,226.7,0,0.0,320559.17
2023-01-30,PC_SOAP_PREM,Personal Care,West,1449,223.26,0,0.0,323505.08
2023-02-06,PC_SOAP_PREM,Personal Care,West,1486,212.15,0,0.0,315252.46
2023-02-13,PC_SOAP_PREM,Personal Care,West,1591,210.4,0,0.0,334741.84
2023-02-20,PC_SOAP_PREM,Personal Care,West,1528,222.17,0,0.0,339482.89
2023-02-27,PC_SOAP_PREM,Personal Care,West,1612,225.02,0,0.0,362734.66
2023-03-06,PC_SOAP_PREM,Personal Care,West,1610,237.19,0,0.0,381870.09
2023-03-13,PC_SOAP_PREM,Personal Care,West,1400,219.89,0,0.0,307843.51
2023-03-20,PC_SOAP_PREM,Personal Care,West,1823,215.91,0,0.0,393610.48
2023-03-27,PC_SOAP_PREM,Personal Care,West,1485,220.73,0,0.0,327789.59
2023-04-03,PC_SOAP_PREM,Personal Care,West,1698,225.36,0,0.0,382659.3
2023-04-10,PC_SOAP_PREM,Personal Care,West,1743,224.08,0,0.0,390570.8
2023-04-17,PC_SOAP_PREM,Personal Care,West,1674,218.66,0,0.0,366039.56
2023-04-24,PC_SOAP_PREM,Personal Care,West,1954,208.39,0,0.0,407190.31
2023-05-01,PC_SOAP_PREM,Personal Care,West,1542,222.59,0,0.0,343238.35
2023-05-08,PC_SOAP_PREM,Personal Care,West,1643,212.62,0,0.0,349339.31
2023-05-15,PC_SOAP_PREM,Personal Care,West,2085,226.2,0,0.0,471629.17
2023-05-22,PC_SOAP_PREM,Personal Care,West,8030,150.71,1,0.3,1210186.07
2023-05-29,PC_SOAP_PREM,Personal Care,West,6980,143.68,1,0.3,1002899.09
2023-06-05,PC_SOAP_PREM,Personal Care,West,7404,150.24,1,0.3,1112374.96
2023-06-12,PC_SOAP_PREM,Personal Care,West,7135,149.95,1,0.3,1069885.91
2023-06-19,PC_SOAP_PREM,Personal Care,West,1854,216.8,0,0.0,401953.08
2023-06-26,PC_SOAP_PREM,Personal Care,West,2297,216.72,0,0.0,497805.25
2023-07-03,PC_SOAP_PREM,Personal Care,West,1988,228.8,0,0.0,454856.94
2023-07-10,PC_SOAP_PREM,Personal Care,West,1838,213.89,0,0.0,393125.72
2023-07-17,PC_SOAP_PREM,Personal Care,West,1517,232.19,0,0.0,352226.98
2023-07-24,PC_SOAP_PREM,Personal Care,West,1936,211.18,0,0.0,408845.52
2023-07-31,PC_SOAP_PREM,Personal Care,West,2130,210.49,0,0.0,448338.79
2023-08-07,PC_SOAP_PREM,Personal Care,West,1757,219.66,0,0.0,385935.47
2023-08-14,PC_SOAP_PREM,Personal Care,West,1375,239.87,0,0.0,329824.31
2023-08-21,PC_SOAP_PREM,Personal Care,West,1771,220.73,0,0.0,390910.84
2023-08-28,PC_SOAP_PREM,Personal Care,West,1562,227.52,0,0.0,355393.19
2023-09-04,PC_SOAP_PREM,Personal Care,West,1782,225.55,0,0.0,401935.49
2023-09-11,PC_SOAP_PREM,Personal Care,West,2201,203.48,0,0.0,447849.67
2023-09-18,PC_SOAP_PREM,Personal Care,West,1989,215.65,0,0.0,428926.77
2023-09-25,PC_SOAP_PREM,Personal Care,West,2027,216.24,0,0.0,438317.71
2023-10-02,PC_SOAP_PREM,Personal Care,West,2175,213.52,0,0.0,464403.67
2023-10-09,PC_SOAP_PREM,Personal Care,West,2426,215.06,0,0.0,521730.74
2023-10-16,PC_SOAP_PREM,Personal Care,West,2588,219.64,0,0.0,568440.69
2023-10-23,PC_SOAP_PREM,Personal Care,West,2558,209.99,0,0.0,537147.5
2023-10-30,PC_SOAP_PREM,Personal Care,West,2148,209.51,0,0.0,450025.0
2023-11-06,PC_SOAP_PREM,Personal Care,West,2444,204.9,0,0.0,500778.08
2023-11-13,PC_SOAP_PREM,Personal Care,West,2518,211.03,0,0.0,531379.23
2023-11-20,PC_SOAP_PREM,Personal Care,West,2694,217.08,0,0.0,584814.25
2023-11-27,PC_SOAP_PREM,Personal Care,West,2804,206.57,0,0.0,579228.25
2023-12-04,PC_SOAP_PREM,Personal Care,West,1663,226.41,0,0.0,376520.02
2023-12-11,PC_SOAP_PREM,Personal Care,West,1709,223.94,0,0.0,382711.15
2023-12-18,PC_SOAP_PREM,Personal Care,West,2090,208.82,0,0.0,436439.42
2023-12-25,PC_SOAP_PREM,Personal Care,West,1854,224.54,0,0.0,416304.8
2024-01-01,PC_SOAP_PREM,Personal Care,West,1830,223.96,0,0.0,409850.01
2024-01-08,PC_SOAP_PREM,Personal Care,West,1700,222.11,0,0.0,377578.63
2024-01-15,PC_SOAP_PREM,Personal Care,West,2143,205.59,0,0.0,440583.23
2024-01-22,PC_SOAP_PREM,Personal Care,West,1472,232.4,0,0.0,342091.76
2024-01-29,PC_SOAP_PREM,Personal Care,West,1952,216.65,0,0.0,422907.86
2024-02-05,PC_SOAP_PREM,Personal Care,West,1913,228.42,0,0.0,436959.25
2024-02-12,PC_SOAP_PREM,Personal Care,West,1720,206.65,0,0.0,355439.97
2024-02-19,PC_SOAP_PREM,Personal Care,West,1488,226.69,0,0.0,337312.41
2024-02-26,PC_SOAP_PREM,Personal Care,West,1666,225.03,0,0.0,374903.09
2024-03-04,PC_SOAP_PREM,Personal Care,West,1654,216.47,0,0.0,358042.71
2024-03-11,PC_SOAP_PREM,Personal Care,West,6076,161.68,1,0.3,982357.71
2024-03-18,PC_SOAP_PREM,Personal Care,West,7327,153.64,1,0.3,1125710.82
2024-03-25,PC_SOAP_PREM,Personal Care,West,7750,144.98,1,0.3,1123599.53
2024-04-01,PC_SOAP_PREM,Personal Care,West,9456,142.31,1,0.3,1345727.64
2024-04-08,PC_SOAP_PREM,Personal Care,West,1960,222.08,0,0.0,435270.19
2024-04-15,PC_SOAP_PREM,Personal Care,West,2455,206.23,0,0.0,506297.96
2024-04-22,PC_SOAP_PREM,Personal Care,West,2264,211.73,0,0.0,479365.56
2024-04-29,PC_SOAP_PREM,Personal Care,West,2312,211.97,0,0.0,490077.05
2024-05-06,PC_SOAP_PREM,Personal Care,West,1817,221.19,0,0.0,401901.77
2024-05-13,PC_SOAP_PREM,Personal Care,West,1782,227.26,0,0.0,404981.07
2024-05-20,PC_SOAP_PREM,Personal Care,West,2731,207.57,0,0.0,566866.84
2024-05-27,PC_SOAP_PREM,Personal Care,West,2581,202.76,0,0.0,523322.45
2024-06-03,PC_SOAP_PREM,Personal Care,West,3172,203.05,0,0.0,644077.09
2024-06-10,PC_SOAP_PREM,Personal Care,West,2079,224.72,0,0.0,467199.11
2024-06-17,PC_SOAP_PREM,Personal Care,West,2068,223.35,0,0.0,461888.8
2024-06-24,PC_SOAP_PREM,Personal Care,West,1843,229.23,0,0.0,422466.21
2024-07-01,PC_SOAP_PREM,Personal Care,West,2170,209.23,0,0.0,454038.33
2024-07-08,PC_SOAP_PREM,Personal Care,West,1846,216.82,0,0.0,400253.61
2024-07-15,PC_SOAP_PREM,Personal Care,West,1796,233.44,0,0.0,419265.14
2024-07-22,PC_SOAP_PREM,Personal Care,West,2186,225.84,0,0.0,493685.09
2024-07-29,PC_SOAP_PREM,Personal Care,West,2047,226.65,0,0.0,463949.34
2024-08-05,PC_SOAP_PREM,Personal Care,West,2192,216.68,0,0.0,474962.24
2024-08-12,PC_SOAP_PREM,Personal Care,West,1560,216.86,0,0.0,338299.34
2024-08-19,PC_SOAP_PREM,Personal Care,West,1838,222.13,0,0.0,408280.5
2024-08-26,PC_SOAP_PREM,Personal Care,West,2436,208.52,0,0.0,507955.19
2024-09-02,PC_SOAP_PREM,Personal Care,West,2206,219.39,0,0.0,483967.64
2024-09-09,PC_SOAP_PREM,Personal Care,West,2364,230.24,0,0.0,544284.33
2024-09-16,PC_SOAP_PREM,Personal Care,West,1982,207.46,0,0.0,411187.1
2024-09-23,PC_SOAP_PREM,Personal Care,West,1831,241.71,0,0.0,442572.41
2024-09-30,PC_SOAP_PREM,Personal Care,West,1593,223.4,0,0.0,355873.25
2024-10-07,PC_SOAP_PREM,Personal Care,West,2865,194.17,0,0.0,556308.39
2024-10-14,PC_SOAP_PREM,Personal Care,West,2392,221.16,0,0.0,529009.91
2024-10-21,PC_SOAP_PREM,Personal Care,West,2503,220.59,0,0.0,552136.85
2024-10-28,PC_SOAP_PREM,Personal Care,West,2763,219.78,0,0.0,607259.24
2024-11-04,PC_SOAP_PREM,Personal Care,West,2466,213.91,0,0.0,527506.3
2024-11-11,PC_SOAP_PREM,Personal Care,West,2202,224.89,0,0.0,495208.91
2024-11-18,PC_SOAP_PREM,Personal Care,West,2870,210.71,0,0.0,604738.97
2024-11-25,PC_SOAP_PREM,Personal Care,West,2285,212.2,0,0.0,484883.06
2024-12-02,PC_SOAP_PREM,Personal Care,West,2484,204.8,0,0.0,508722.95
2024-12-09,PC_SOAP_PREM,Personal Care,West,2284,215.15,0,0.0,491399.98
2024-12-16,PC_SOAP_PREM,Personal Care,West,1924,225.98,0,0.0,434791.26
2024-12-23,PC_SOAP_PREM,Personal Care,West,2094,215.47,0,0.0,451196.85
2023-01-02,PC_SOAP_PREM,Personal Care,East,1776,194.98,0,0.0,346280.0
2023-01-09,PC_SOAP_PREM,Personal Care,East,945,218.18,0,0.0,206175.56
2023-01-16,PC_SOAP_PREM,Personal Care,East,1160,214.27,0,0.0,248558.5
2023-01-23,PC_SOAP_PREM,Personal Care,East,1056,209.56,0,0.0,221296.56
2023-01-30,PC_SOAP_PREM,Personal Care,East,1550,206.12,0,0.0,319488.27
2023-02-06,PC_SOAP_PREM,Personal Care,East,1304,205.78,0,0.0,268340.12
2023-02-13,PC_SOAP_PREM,Personal Care,East,1726,197.28,0,0.0,340511.46
2023-02-20,PC_SOAP_PREM,Personal Care,East,1486,202.06,0,0.0,300258.99
2023-02-27,PC_SOAP_PREM,Personal Care,East,1636,192.09,0,0.0,314259.45
2023-03-06,PC_SOAP_PREM,Personal Care,East,1319,208.21,0,0.0,274628.13
2023-03-13,PC_SOAP_PREM,Personal Care,East,2002,191.17,0,0.0,382723.29
2023-03-20,PC_SOAP_PREM,Personal Care,East,1252,211.89,0,0.0,265289.2
2023-03-27,PC_SOAP_PREM,Personal Care,East,1665,204.72,0,0.0,340864.59
2023-04-03,PC_SOAP_PREM,Personal Care,East,1357,204.52,0,0.0,277533.81
2023-04-10,PC_SOAP_PREM,Personal Care,East,1534,199.19,0,0.0,305559.2
2023-04-17,PC_SOAP_PREM,Personal Care,East,1345,216.93,0,0.0,291769.11
2023-04-24,PC_SOAP_PREM,Personal Care,East,1857,203.87,0,0.0,378593.57
2023-05-01,PC_SOAP_PREM,Personal Care,East,1861,200.55,0,0.0,373231.5
2023-05-08,PC_SOAP_PREM,Personal Care,East,1690,204.12,0,0.0,344963.67
2023-05-15,PC_SOAP_PREM,Personal Care,East,1544,205.21,0,0.0,316845.01
2023-05-22,PC_SOAP_PREM,Personal Care,East,4846,150.01,1,0.3,726940.17
2023-05-29,PC_SOAP_PREM,Personal Care,East,7876,142.72,1,0.3,1124073.28
2023-06-05,PC_SOAP_PREM,Personal Care,East,6035,143.59,1,0.3,866546.85
2023-06-12,PC_SOAP_PREM,Personal Care,East,7340,145.9,1,0.3,1070915.19
2023-06-19,PC_SOAP_PREM,Personal Care,East,1728,206.09,0,0.0,356124.15
2023-06-26,PC_SOAP_PREM,Personal Care,East,2054,201.79,0,0.0,414476.55
2023-07-03,PC_SOAP_PREM,Personal Care,East,1481,202.58,0,0.0,300022.19
2023-07-10,PC_SOAP_PREM,Personal Care,East,1635,206.11,0,0.0,336995.92
2023-07-17,PC_SOAP_PREM,Personal Care,East,1690,206.62,0,0.0,349183.18
2023-07-24,PC_SOAP_PREM,Personal Care,East,1226,215.41,0,0.0,264093.82
2023-07-31,PC_SOAP_PREM,Personal Care,East,1408,198.77,0,0.0,279862.29
2023-08-07,PC_SOAP_PREM,Personal Care,East,1578,203.25,0,0.0,320720.66
2023-08-14,PC_SOAP_PREM,Personal Care,East,1824,197.9,0,0.0,360977.8
2023-08-21,PC_SOAP_PREM,Personal Care,East,1843,186.62,0,0.0,343943.3
2023-08-28,PC_SOAP_PREM,Personal Care,East,1566,196.1,0,0.0,307094.1
2023-09-04,PC_SOAP_PREM,Personal Care,East,1775,186.54,0,0.0,331107.96
2023-09-11,PC_SOAP_PREM,Personal Care,East,1426,204.25,0,0.0,291260.77
2023-09-18,PC_SOAP_PREM,Personal Care,East,1802,203.6,0,0.0,366890.44
2023-09-25,PC_SOAP_PREM,Personal Care,East,1496,198.81,0,0.0,297422.2
2023-10-02,PC_SOAP_PREM,Personal Care,East,1779,209.85,0,0.0,373319.03
2023-10-09,PC_SOAP_PREM,Personal Care,East,2055,203.44,0,0.0,418072.08
2023-10-16,PC_SOAP_PREM,Personal Care,East,1569,218.88,0,0.0,343419.12
2023-10-23,PC_SOAP_PREM,Personal Care,East,2153,204.59,0,0.0,440475.26
2023-10-30,PC_SOAP_PREM,Personal Care,East,1509,206.19,0,0.0,311139.48
2023-11-06,PC_SOAP_PREM,Personal Care,East,1838,206.48,0,0.0,379512.91
2023-11-13,PC_SOAP_PREM,Personal Care,East,2373,183.86,0,0.0,436305.86
2023-11-20,PC_SOAP_PREM,Personal Care,East,1553,203.43,0,0.0,315919.33
2023-11-27,PC_SOAP_PREM,Personal Care,East,1705,194.69,0,0.0,331940.17
2023-12-04,PC_SOAP_PREM,Personal Care,East,2138,194.12,0,0.0,415032.6
2023-12-11,PC_SOAP_PREM,Personal Care,East,1512,207.9,0,0.0,314347.01
2023-12-18,PC_SOAP_PREM,Personal Care,East,1701,194.08,0,0.0,330128.78
2023-12-25,PC_SOAP_PREM,Personal Care,East,1270,210.45,0,0.0,267265.65
2024-01-01,PC_SOAP_PREM,Personal Care,East,1223,206.13,0,0.0,252092.83
2024-01-08,PC_SOAP_PREM,Personal Care,East,1463,204.35,0,0.0,298962.95
2024-01-15,PC_SOAP_PREM,Personal Care,East,1437,205.99,0,0.0,296001.44
2024-01-22,PC_SOAP_PREM,Personal Care,East,1546,197.54,0,0.0,305392.88
2024-01-29,PC_SOAP_PREM,Personal Care,East,1511,198.78,0,0.0,300361.98
2024-02-05,PC_SOAP_PREM,Personal Care,East,1535,203.7,0,0.0,312680.91
2024-02-12,PC_SOAP_PREM,Personal Care,East,1607,199.48,0,0.0,320561.3
2024-02-19,PC_SOAP_PREM,Personal Care,East,1867,195.11,0,0.0,364268.6
2024-02-26,PC_SOAP_PREM,Personal Care,East,1696,201.85,0,0.0,342342.25
2024-03-04,PC_SOAP_PREM,Personal Care,East,1437,205.85,0,0.0,295812.91
2024-03-11,PC_SOAP_PREM,Personal Care,East,6707,138.52,1,0.3,929034.84
2024-03-18,PC_SOAP_PREM,Personal Care,East,6367,139.63,1,0.3,888999.58
2024-03-25,PC_SOAP_PREM,Personal Care,East,8474,135.86,1,0.3,1151266.47
2024-04-01,PC_SOAP_PREM,Personal Care,East,10990,125.56,1,0.3,1379893.15
2024-04-08,PC_SOAP_PREM,Personal Care,East,1800,201.77,0,0.0,363186.97
2024-04-15,PC_SOAP_PREM,Personal Care,East,1413,201.21,0,0.0,284308.86
2024-04-22,PC_SOAP_PREM,Personal Care,East,1518,214.91,0,0.0,326237.8
2024-04-29,PC_SOAP_PREM,Personal Care,East,1664,209.9,0,0.0,349269.83
2024-05-06,PC_SOAP_PREM,Personal Care,East,2134,206.16,0,0.0,439937.67
2024-05-13,PC_SOAP_PREM,Personal Care,East,2239,190.05,0,0.0,425523.78
2024-05-20,PC_SOAP_PREM,Personal Care,East,1951,198.25,0,0.0,386794.93
2024-05-27,PC_SOAP_PREM,Personal Care,East,1916,208.93,0,0.0,400317.86
2024-06-03,PC_SOAP_PREM,Personal Care,East,1669,203.95,0,0.0,340391.47
2024-06-10,PC_SOAP_PREM,Personal Care,East,1983,208.1,0,0.0,412667.31
2024-06-17,PC_SOAP_PREM,Personal Care,East,1407,210.35,0,0.0,295956.97
2024-06-24,PC_SOAP_PREM,Personal Care,East,2104,208.05,0,0.0,437730.35
2024-07-01,PC_SOAP_PREM,Personal Care,East,1928,206.18,0,0.0,397522.07
2024-07-08,PC_SOAP_PREM,Personal Care,East,1780,201.57,0,0.0,358792.33
2024-07-15,PC_SOAP_PREM,Personal Care,East,1275,212.74,0,0.0,271243.18
2024-07-22,PC_SOAP_PREM,Personal Care,East,2047,188.47,0,0.0,385793.18
2024-07-29,PC_SOAP_PREM,Personal Care,East,2146,201.55,0,0.0,432527.72
2024-08-05,PC_SOAP_PREM,Personal Care,East,1859,191.42,0,0.0,355841.37
2024-08-12,PC_SOAP_PREM,Personal Care,East,1463,204.17,0,0.0,298698.36
2024-08-19,PC_SOAP_PREM,Personal Care,East,1635,188.24,0,0.0,307772.87
2024-08-26,PC_SOAP_PREM,Personal Care,East,1491,204.46,0,0.0,304842.82
2024-09-02,PC_SOAP_PREM,Personal Care,East,1880,191.31,0,0.0,359671.97
2024-09-09,PC_SOAP_PREM,Personal Care,East,2097,194.45,0,0.0,407756.93
2024-09-16,PC_SOAP_PREM,Personal Care,East,1642,208.52,0,0.0,342395.14
2024-09-23,PC_SOAP_PREM,Personal Care,East,1663,217.05,0,0.0,360953.53
2024-09-30,PC_SOAP_PREM,Personal Care,East,1566,204.97,0,0.0,320983.27
2024-10-07,PC_SOAP_PREM,Personal Care,East,2841,195.44,0,0.0,555241.42
2024-10-14,PC_SOAP_PREM,Personal Care,East,1672,211.93,0,0.0,354349.87
2024-10-21,PC_SOAP_PREM,Personal Care,East,2183,202.62,0,0.0,442327.1
2024-10-28,PC_SOAP_PREM,Personal Care,East,2454,198.92,0,0.0,488148.64
2024-11-04,PC_SOAP_PREM,Personal Care,East,2392,208.43,0,0.0,498575.23
2024-11-11,PC_SOAP_PREM,Personal Care,East,2129,218.31,0,0.0,464792.06
2024-11-18,PC_SOAP_PREM,Personal Care,East,1655,209.74,0,0.0,347112.2
2024-11-25,PC_SOAP_PREM,Personal Care,East,1628,216.73,0,0.0,352842.86
2024-12-02,PC_SOAP_PREM,Personal Care,East,1848,198.66,0,0.0,367130.48
2024-12-09,PC_SOAP_PREM,Personal Care,East,1846,195.71,0,0.0,361281.04
2024-12-16,PC_SOAP_PREM,Personal Care,East,1923,209.54,0,0.0,402937.37
2024-12-23,PC_SOAP_PREM,Personal Care,East,2141,204.95,0,0.0,438788.54
2023-01-02,PC_SOAP_PREM,Personal Care,Central,1154,220.9,0,0.0,254918.84
2023-01-09,PC_SOAP_PREM,Personal Care,Central,1395,203.84,0,0.0,284353.58
2023-01-16,PC_SOAP_PREM,Personal Care,Central,1397,216.45,0,0.0,302386.39
2023-01-23,PC_SOAP_PREM,Personal Care,Central,1297,213.84,0,0.0,277348.28
2023-01-30,PC_SOAP_PREM,Personal Care,Central,1286,225.53,0,0.0,290033.93
2023-02-06,PC_SOAP_PREM,Personal Care,Central,1722,196.19,0,0.0,337844.02
2023-02-13,PC_SOAP_PREM,Personal Care,Central,1497,210.71,0,0.0,315425.95
2023-02-20,PC_SOAP_PREM,Personal Care,Central,1671,205.59,0,0.0,343535.25
2023-02-27,PC_SOAP_PREM,Personal Care,Central,1553,214.93,0,0.0,333779.71
2023-03-06,PC_SOAP_PREM,Personal Care,Central,1696,212.53,0,0.0,360458.21
2023-03-13,PC_SOAP_PREM,Personal Care,Central,1913,203.61,0,0.0,389506.12
2023-03-20,PC_SOAP_PREM,Personal Care,Central,1920,203.06,0,0.0,389884.43
2023-03-27,PC_SOAP_PREM,Personal Care,Central,1561,215.77,0,0.0,336809.43
2023-04-03,PC_SOAP_PREM,Personal Care,Central,2066,194.82,0,0.0,402508.07
2023-04-10,PC_SOAP_PREM,Personal Care,Central,1711,210.21,0,0.0,359663.41
2023-04-17,PC_SOAP_PREM,Personal Care,Central,1537,214.51,0,0.0,329696.81
2023-04-24,PC_SOAP_PREM,Personal Care,Central,1490,223.62,0,0.0,333188.55
2023-05-01,PC_SOAP_PREM,Personal Care,Central,2075,209.45,0,0.0,434605.18
2023-05-08,PC_SOAP_PREM,Personal Care,Central,1947,210.52,0,0.0,409887.39
2023-05-15,PC_SOAP_PREM,Personal Care,Central,1416,224.84,0,0.0,318380.03
2023-05-22,PC_SOAP_PREM,Personal Care,Central,6940,142.82,1,0.3,991140.95
2023-05-29,PC_SOAP_PREM,Personal Care,Central,7774,142.21,1,0.3,1105544.87
2023-06-05,PC_SOAP_PREM,Personal Care,Central,8316,136.97,1,0.3,1139045.98
2023-06-12,PC_SOAP_PREM,Personal Care,Central,8179,141.99,1,0.3,1161341.84
2023-06-19,PC_SOAP_PREM,Personal Care,Central,1344,219.16,0,0.0,294548.48
2023-06-26,PC_SOAP_PREM,Personal Care,Central,1466,218.93,0,0.0,320953.76
2023-07-03,PC_SOAP_PREM,Personal Care,Central,1484,210.93,0,0.0,313022.39
2023-07-10,PC_SOAP_PREM,Personal Care,Central,1875,200.19,0,0.0,375357.86
2023-07-17,PC_SOAP_PREM,Personal Care,Central,1794,217.62,0,0.0,390413.27
2023-07-24,PC_SOAP_PREM,Personal Care,Central,1730,209.28,0,0.0,362050.12
2023-07-31,PC_SOAP_PREM,Personal Care,Central,1618,217.91,0,0.0,352573.12
2023-08-07,PC_SOAP_PREM,Personal Care,Central,1450,199.87,0,0.0,289809.95
2023-08-14,PC_SOAP_PREM,Personal Care,Central,1660,200.83,0,0.0,333376.93
2023-08-21,PC_SOAP_PREM,Personal Care,Central,1548,203.66,0,0.0,315261.08
2023-08-28,PC_SOAP_PREM,Personal Care,Central,1352,211.0,0,0.0,285265.4
2023-09-04,PC_SOAP_PREM,Personal Care,Central,1450,211.79,0,0.0,307089.87
2023-09-11,PC_SOAP_PREM,Personal Care,Central,1329,216.48,0,0.0,287704.03
2023-09-18,PC_SOAP_PREM,Personal Care,Central,1398,220.38,0,0.0,308092.49
2023-09-25,PC_SOAP_PREM,Personal Care,Central,2004,193.42,0,0.0,387613.09
2023-10-02,PC_SOAP_PREM,Personal Care,Central,1662,224.04,0,0.0,372346.65
2023-10-09,PC_SOAP_PREM,Personal Care,Central,1914,207.52,0,0.0,397183.73
2023-10-16,PC_SOAP_PREM,Personal Care,Central,2105,219.12,0,0.0,461250.33
2023-10-23,PC_SOAP_PREM,Personal Care,Central,2062,200.2,0,0.0,412811.1
2023-10-30,PC_SOAP_PREM,Personal Care,Central,2159,210.15,0,0.0,453716.48
2023-11-06,PC_SOAP_PREM,Personal Care,Central,1550,223.87,0,0.0,346994.78
2023-11-13,PC_SOAP_PREM,Personal Care,Central,2175,210.4,0,0.0,457625.82
2023-11-20,PC_SOAP_PREM,Personal Care,Central,2779,200.54,0,0.0,557311.2
2023-11-27,PC_SOAP_PREM,Personal Care,Central,2681,199.82,0,0.0,535709.54
2023-12-04,PC_SOAP_PREM,Personal Care,Central,1608,202.32,0,0.0,325327.97
2023-12-11,PC_SOAP_PREM,Personal Care,Central,1608,221.47,0,0.0,356126.85
2023-12-18,PC_SOAP_PREM,Personal Care,Central,1525,213.21,0,0.0,325149.14
2023-12-25,PC_SOAP_PREM,Personal Care,Central,1760,223.25,0,0.0,392911.3
2024-01-01,PC_SOAP_PREM,Personal Care,Central,1135,209.17,0,0.0,237403.83
2024-01-08,PC_SOAP_PREM,Personal Care,Central,1531,215.45,0,0.0,329857.32
2024-01-15,PC_SOAP_PREM,Personal Care,Central,1285,218.16,0,0.0,280332.2
2024-01-22,PC_SOAP_PREM,Personal Care,Central,1166,216.43,0,0.0,252352.19
2024-01-29,PC_SOAP_PREM,Personal Care,Central,1670,212.69,0,0.0,355187.83
2024-02-05,PC_SOAP_PREM,Personal Care,Central,1139,221.58,0,0.0,252383.09
2024-02-12,PC_SOAP_PREM,Personal Care,Central,1721,200.78,0,0.0,345542.58
2024-02-19,PC_SOAP_PREM,Personal Care,Central,1613,220.71,0,0.0,356006.35
2024-02-26,PC_SOAP_PREM,Personal Care,Central,1494,209.3,0,0.0,312696.29
2024-03-04,PC_SOAP_PREM,Personal Care,Central,1490,210.96,0,0.0,314331.59
2024-03-11,PC_SOAP_PREM,Personal Care,Central,6998,145.41,1,0.3,1017547.95
2024-03-18,PC_SOAP_PREM,Personal Care,Central,5697,150.96,1,0.3,860044.57
2024-03-25,PC_SOAP_PREM,Personal Care,Central,5564,138.72,1,0.3,771819.47
2024-04-01,PC_SOAP_PREM,Personal Care,Central,7261,147.92,1,0.3,1074079.23
2024-04-08,PC_SOAP_PREM,Personal Care,Central,1846,207.56,0,0.0,383149.61
2024-04-15,PC_SOAP_PREM,Personal Care,Central,1567,226.48,0,0.0,354894.07
2024-04-22,PC_SOAP_PREM,Personal Care,Central,1470,221.68,0,0.0,325869.48
2024-04-29,PC_SOAP_PREM,Personal Care,Central,1439,224.46,0,0.0,323002.57
2024-05-06,PC_SOAP_PREM,Personal Care,Central,1737,217.3,0,0.0,377457.79
2024-05-13,PC_SOAP_PREM,Personal Care,Central,2102,202.61,0,0.0,425888.03
2024-05-20,PC_SOAP_PREM,Personal Care,Central,1831,216.32,0,0.0,396087.77
2024-05-27,PC_SOAP_PREM,Personal Care,Central,2583,196.57,0,0.0,507741.5
